Gender,Weight,Body Shape Index,Waist,Hips,Bust/Chest,Height,Cup Size,BMI
0,73,1,73.14,88.46,85.53,151.52,3,31.79676497448174
0,83,4,57.92,81.63,91.98,158.75,0,32.93446586893174
0,68,4,57.45,65.46,120.29,152.85,1,29.10569852124861
0,56,4,73.94,106.28,98.78,151.81,7,24.298936521028665
0,69,4,75.12,101.72,120.27,157.66,6,27.75914249772001
0,49,4,70.92,112.11,116.43,175.41,4,15.92529122181925
0,70,1,79.45,74.29,105.11,156.67,6,28.518478603210873
0,84,0,63.42,82.47,78.91,171.3,5,28.626256615987966
0,70,0,92.83,127.0,82.35,168.95,1,24.523454538463778
0,51,4,75.78,84.82,104.4,173.22,1,16.99707174447986
0,85,4,57.2,77.15,100.61,151.68,1,36.945562721429965
0,77,1,60.38,85.63,82.83,151.06,4,33.74362720924129
0,76,0,59.42,96.11,95.91,187.76,6,21.557948946783004
0,68,1,79.48,94.72,114.61,160.62,4,26.35783103020931
0,65,4,60.37,105.5,97.98,196.79,1,16.784457363180188
0,83,0,86.77,88.83,103.77,168.34,2,29.28892599540956
0,54,1,61.75,70.34,85.15,167.74,3,19.19201093734222
0,49,2,64.56,96.69,116.36,173.76,3,16.22917578150172
0,68,1,68.2,101.1,94.09,162.28,1,25.82134822797808
0,99,1,88.81,79.65,113.6,165.71,1,36.052697113014
0,60,4,82.75,85.41,119.14,173.78,5,19.86788623876158
0,52,1,56.46,69.71,106.56,194.22,5,13.785275313315186
0,63,4,58.52,70.25,102.27,198.12,7,16.050327958644083
0,55,1,61.66,96.67,118.73,162.5,0,20.828402366863905
0,72,3,70.71,100.47,111.69,155.32,0,29.845422597587735
0,81,4,97.46,87.24,121.92,192.63,5,21.82916731355787
0,66,4,77.43,79.13,114.03,147.32,4,30.41028674209549
0,105,1,78.78,86.11,119.33,178.83,4,32.83284723364922
0,60,1,90.92,96.78,121.8,153.49,1,25.467779330741646
0,49,1,55.88,65.51,112.26,155.46,1,20.274901514045236
0,76,4,76.72,81.11,90.15,161.33,0,29.20003181727677
0,68,4,94.2,119.02,114.68,155.73,0,28.03911781859589
0,66,1,58.28,97.77,85.55,154.22,3,27.749971278779725
0,67,1,63.34,85.13,109.76,186.25,0,19.31444529525697
0,66,1,55.88,76.36,90.96,152.08,3,28.536435736223435
0,62,4,59.86,89.81,119.89,168.7,0,21.78519864411735
0,69,3,61.15,91.44,98.25,149.81,6,30.744503414134776
0,71,1,74.65,73.1,83.89,162.25,2,26.970496271376373
0,91,3,62.3,110.32,111.12,173.97,6,30.067177773665513
0,82,1,88.66,89.97,121.92,154.29,7,34.445960108696504
0,78,4,99.61,81.47,95.96,167.42,7,27.827867542946713
0,89,1,79.43,109.36,111.09,157.27,4,35.983071606284184
0,76,4,72.36,114.94,95.08,156.41,6,31.065944370924658
0,99,3,56.57,76.63,88.61,166.72,0,35.61720134393846
0,84,4,73.58,114.63,112.9,160.22,1,32.722451392785175
0,46,1,101.99,126.27,118.8,156.01,4,18.89961502757859
0,65,4,89.27,89.43,111.53,192.61,0,17.520871084015564
0,80,4,85.73,58.33,121.92,154.8,2,33.384745841929906
0,71,4,95.93,80.56,84.72,176.85,7,22.701168926352214
0,66,4,81.35,85.73,101.1,172.87,7,22.08536959743882
0,84,3,64.05,96.32,82.07,155.41,3,34.7793423177511
0,95,1,104.93,111.3,101.39,161.77,0,36.30175607757981
0,88,4,63.05,97.23,109.18,160.05,5,34.35352569160625
0,70,1,63.03,111.88,109.13,169.53,4,24.35594114768166
0,44,4,81.39,86.74,79.56,150.81,7,19.34605404097717
0,81,1,82.47,91.92,110.19,191.59,1,22.06679924708408
0,81,4,63.64,103.59,120.42,183.55,5,24.042312689421326
0,72,1,65.92,65.19,117.18,176.58,0,23.091357839960494
0,80,4,65.72,82.38,93.67,177.67,5,25.34321933882525
0,101,1,70.44,89.22,119.12,158.13,6,40.39176508850082
0,52,0,78.14,95.44,109.57,170.19,7,17.952927086834695
0,80,3,57.04,91.07,105.97,181.89,3,24.180893321452174
0,83,3,98.91,75.71,87.02,160.79,5,32.104064699112726
0,41,3,58.46,109.72,118.87,188.99,0,11.479056848547962
0,49,4,58.2,83.76,117.34,147.5,0,22.522263717322605
0,60,4,63.52,73.69,91.26,165.26,1,21.969276435582742
0,46,1,97.42,92.26,115.95,147.93,4,21.020610118730392
0,80,4,101.25,95.33,119.96,177.43,2,25.41182652239259
0,74,0,85.33,86.36,121.92,157.32,0,29.89949438500425
0,114,4,99.5,77.29,116.58,177.46,0,36.19961044392547
0,62,4,83.73,84.89,121.88,198.12,4,15.795560848189414
0,82,4,84.1,109.38,121.92,181.92,5,24.777241719131574
0,71,3,94.48,74.56,121.92,175.47,0,23.059643908626665
0,75,1,91.49,113.5,116.21,159.18,4,29.5994923473946
0,69,1,58.14,84.32,119.19,186.08,1,19.927356755921505
0,83,1,69.99,92.41,111.59,147.32,3,38.24323938778675
0,78,2,65.5,97.23,110.88,151.54,6,33.96565835052069
0,65,1,62.25,103.43,92.51,154.92,4,27.083100418669737
0,83,4,64.77,98.64,115.82,185.32,4,24.167599167171723
0,77,4,58.95,70.81,116.28,165.94,4,27.963308478624754
0,51,3,55.88,65.43,84.0,147.7,6,23.378098572148254
0,50,0,86.24,65.58,121.49,176.73,1,16.008456101943054
0,80,3,71.79,91.79,119.65,167.01,2,28.681709642569576
0,52,1,57.91,57.81,104.66,153.45,0,22.083584029789055
0,90,1,61.39,89.34,108.87,147.32,7,41.46857283013021
0,50,0,93.84,97.57,85.25,177.07,6,15.947038024107897
0,91,3,65.11,82.3,95.53,171.26,1,31.026266100432995
0,89,4,85.26,98.7,78.2,165.34,4,32.556232404911036
0,90,1,55.91,78.27,100.09,152.01,3,38.94916856962568
0,70,4,61.82,113.18,96.09,156.09,4,28.730810573616342
0,71,4,89.39,115.68,107.62,165.05,4,26.06317327761198
0,48,1,55.88,96.8,114.74,174.71,1,15.725545153132915
0,67,4,68.69,86.13,88.2,172.91,7,22.4096245845703
0,79,4,94.16,83.24,82.88,158.6,5,31.40658568273147
0,49,1,65.68,99.29,117.1,171.45,1,16.669443489778615
0,46,0,56.83,113.21,114.18,155.71,0,18.972511392281618
0,44,4,55.88,89.44,79.61,170.66,7,15.107381412995858
0,52,1,102.45,93.73,120.16,147.32,3,23.95961985740857
0,45,3,79.99,107.51,114.51,147.32,7,20.734286415065107
0,67,1,80.67,115.27,120.47,184.02,4,19.785396135700694
0,62,1,85.52,107.05,107.18,150.26,1,27.46027742427346
0,57,4,55.88,104.74,115.73,169.8,3,19.76967290555923
0,112,1,98.91,81.17,117.37,153.38,0,47.60806780599461
0,52,4,56.11,99.22,82.35,150.37,0,22.99751676794279
0,53,4,88.27,84.08,121.92,151.33,4,23.14332773341946
0,67,1,62.31,106.23,119.31,155.6,2,27.672960131112006
0,59,0,83.37,83.65,86.44,175.89,2,19.070835226719797
0,63,2,80.33,94.83,110.59,167.69,5,22.404033841314455
0,62,3,96.84,107.92,108.74,181.32,0,18.858201363640195
0,77,4,101.42,91.58,103.33,185.65,7,22.340907892426205
0,46,2,83.16,101.99,83.98,147.32,5,21.195048335399886
0,76,0,83.59,112.99,103.22,170.66,1,26.094567895174663
0,71,2,92.51,110.87,75.56,147.87,2,32.47118985676496
0,79,1,58.34,67.34,113.58,161.3,6,30.363956215943833
0,62,4,67.29,77.3,113.84,164.06,2,23.034897021898413
0,56,4,55.88,61.46,100.62,151.4,2,24.43072058410363
0,76,0,84.64,71.61,75.32,152.34,6,32.74806847152302
0,41,4,66.56,92.86,89.35,151.84,4,17.78326362062667
0,70,0,91.48,91.76,111.45,164.77,1,25.78349323009632
0,94,4,75.74,90.29,113.56,185.71,0,27.255695810498874
0,77,1,96.88,78.5,108.5,175.42,0,25.02260451100235
0,77,4,59.19,65.66,104.65,167.84,2,27.333785592706654
0,74,0,55.88,109.24,106.4,162.03,1,28.1864807970896
0,91,1,79.54,104.71,103.02,150.64,4,40.101514825468335
0,62,3,62.09,87.91,113.46,167.88,5,21.99853543685884
0,78,4,70.81,83.24,81.3,149.42,7,34.93631852649143
0,68,1,68.28,82.21,77.3,155.09,6,28.2710097744896
0,70,4,68.81,66.95,114.03,148.51,0,31.738517993751515
0,73,1,68.84,101.91,108.28,172.43,4,24.552583897280677
0,57,0,93.69,85.81,96.69,154.04,6,24.021926607737818
0,69,4,77.67,116.92,121.92,165.33,0,25.24327852984638
0,77,1,62.07,68.65,116.58,188.56,2,21.65666537484189
0,78,4,81.58,73.0,104.22,154.53,4,32.66397191410988
0,57,4,61.44,68.28,101.59,179.23,5,17.744078334888467
0,41,4,66.72,80.78,84.56,177.7,6,12.984014777708918
0,83,3,60.68,66.1,121.92,193.76,1,22.108019591945837
0,86,4,90.04,102.69,119.19,163.11,0,32.324906384346036
0,48,0,77.22,104.8,116.42,160.33,5,18.672894875892723
0,88,4,91.24,116.59,101.09,168.89,0,30.851394613278494
0,76,1,67.2,86.6,90.73,163.01,3,28.601255487484863
0,64,0,106.02,69.18,88.5,163.66,1,23.894331262556
0,57,4,55.88,71.38,121.92,147.32,3,26.26342945908247
0,112,3,86.08,102.87,91.06,177.38,1,35.59661664837742
0,68,1,63.23,98.45,109.57,192.06,0,18.43465709461194
0,65,1,85.13,127.0,73.25,147.32,5,29.94952482176071
0,75,3,65.05,74.27,106.54,198.12,6,19.107533284100096
0,62,4,62.09,85.09,90.48,171.9,7,20.981664394217045
0,64,3,55.88,74.17,93.82,165.8,2,23.281498047991896
0,89,1,55.88,74.87,120.28,163.95,0,33.11060868552651
0,68,1,99.49,85.15,111.95,177.46,1,21.59275008935905
0,81,3,65.52,96.35,103.81,172.5,0,27.221172022684307
0,58,3,61.47,87.65,101.81,151.28,4,25.34340488399922
0,70,4,56.3,67.63,91.62,153.9,0,29.554308363742603
0,82,2,96.65,80.53,99.52,159.65,7,32.171847887187454
0,85,1,91.55,55.88,103.36,179.15,6,26.48410498018794
0,69,4,78.23,96.26,110.32,161.3,1,26.520417454431957
0,72,1,56.41,84.22,90.42,183.78,0,21.31748676637068
0,74,4,58.05,100.47,91.49,174.05,3,24.427761127195925
0,75,0,58.09,114.8,117.4,152.52,6,32.24093812979448
0,67,4,87.98,96.06,117.28,147.65,5,30.733208343974315
0,71,1,58.61,100.81,95.77,173.46,4,23.59715605214075
0,63,0,55.88,105.17,77.98,155.62,5,26.014155235069605
0,61,1,93.72,85.68,74.99,162.78,4,23.02118880784978
0,54,1,90.68,86.6,115.17,163.49,4,20.202791052248195
0,71,3,58.96,88.4,118.44,183.87,1,21.000836634879295
0,46,0,63.42,100.73,117.78,154.59,3,19.248417825037496
0,65,0,98.7,119.72,119.26,156.09,7,26.678609818358034
0,90,1,68.09,87.59,84.84,186.84,2,25.781180068549062
0,58,1,60.91,114.21,104.44,158.26,7,23.15717996589634
0,48,1,61.8,92.27,114.17,167.91,0,17.025038948234805
0,77,4,55.88,82.8,92.13,164.81,0,28.34807717440769
0,83,3,55.88,90.94,82.48,158.52,6,33.03010581922653
0,62,1,57.68,81.63,116.61,155.31,1,25.703534660124088
0,42,0,59.62,81.84,82.49,189.59,2,11.684723426811333
0,105,0,92.68,94.87,112.79,189.75,1,29.162565680867793
0,59,1,65.69,95.35,79.27,168.85,1,20.69425907055243
0,79,1,59.88,102.68,104.32,188.18,0,22.309003051769952
0,64,4,56.82,107.91,84.58,189.78,3,17.76965882066262
0,92,2,55.88,96.46,86.6,163.98,2,34.21417427489492
0,94,1,83.87,94.31,121.92,159.69,1,36.86144974332882
0,101,1,69.52,118.3,102.81,170.43,1,34.77196916164255
0,53,1,63.81,112.43,92.39,193.34,0,14.178570307661813
0,56,3,83.73,94.16,111.13,173.98,3,18.50075167893331
0,53,1,69.84,92.52,116.85,157.79,1,21.28712043543038
0,59,2,59.3,100.59,112.46,155.57,2,24.378125484863876
0,63,4,62.0,73.75,107.34,171.05,2,21.532496852794875
0,57,3,95.13,113.42,114.17,162.14,6,21.681759275901666
0,46,1,97.04,65.32,105.59,150.93,6,20.193271646663714
0,73,1,95.11,99.27,113.2,177.06,7,23.285305508758473
0,75,4,67.08,121.92,119.77,170.98,1,25.654918415238637
0,70,4,60.94,85.51,110.91,147.32,0,32.25333442343461
0,80,0,101.6,78.66,106.89,177.2,6,25.477836829741815
0,60,1,103.66,104.88,118.98,157.08,7,24.31697034671914
0,68,3,71.09,81.42,115.14,147.32,1,31.33181058276505
0,73,0,59.38,62.65,115.13,172.66,6,24.48721458121986
0,71,4,58.28,76.3,101.06,155.19,7,29.480231015892787
0,69,1,98.05,114.78,76.26,177.14,7,21.989523069425363
0,71,0,106.68,78.18,111.99,175.48,4,23.057015804356794
0,68,2,65.36,102.6,95.55,180.97,2,20.763269449017848
0,76,2,100.01,109.95,111.8,175.43,4,24.69482003307098
0,65,1,68.58,116.62,97.55,167.82,6,23.079474874767577
0,82,3,73.76,66.4,109.11,180.01,3,25.305830138299978
0,66,0,62.21,75.47,120.53,180.36,7,20.28913268310721
0,70,1,100.33,104.29,106.56,169.23,3,24.442370963197966
0,70,3,57.92,117.39,86.02,165.58,7,25.531849954249108
0,111,0,73.43,96.92,112.41,179.63,7,34.40053834177238
0,65,4,55.92,80.82,117.87,179.57,3,20.157923436665197
0,63,2,62.94,102.16,86.23,153.57,6,26.713314728908898
0,66,4,84.95,79.48,108.16,148.66,7,29.864529606780618
0,41,1,55.88,83.13,96.8,149.83,1,18.263596248477363
0,84,3,94.58,86.52,116.64,171.25,0,28.642975118546545
0,88,2,61.45,81.76,108.35,172.39,1,29.611372174801282
0,56,4,70.11,86.09,80.25,178.0,4,17.67453604342886
0,75,4,96.44,121.33,118.19,179.58,7,23.256552105635205
0,73,1,59.69,89.17,79.26,167.4,3,26.050253436849186
0,69,1,63.51,74.04,121.64,170.8,4,23.652298866335027
0,54,1,85.55,67.85,95.19,168.55,6,19.00799224473916
0,106,4,87.24,83.28,111.55,160.18,4,41.313242916365105
0,56,1,56.55,108.89,88.72,153.51,5,23.76373406444838
0,50,4,74.02,83.81,121.92,188.42,6,14.083675351633604
0,77,1,67.27,118.52,105.82,172.99,0,25.73052975575201
0,85,1,57.86,63.55,104.39,149.94,6,37.80801814300928
0,79,1,92.11,96.58,95.07,150.53,4,34.8643014527438
0,65,3,77.83,84.57,113.84,157.87,2,26.08039343870425
0,86,1,79.27,118.16,71.12,152.86,0,36.805332096308966
0,64,0,102.56,109.36,90.43,190.51,2,17.633739466916243
0,65,4,80.69,110.01,98.7,186.73,1,18.641684874024183
0,84,2,69.63,81.6,72.44,151.56,0,36.56874809711907
0,62,3,71.79,70.18,100.51,186.8,7,17.767975459560084
0,55,1,59.77,115.81,112.44,155.13,0,22.85446737665857
0,51,3,81.57,92.16,109.7,150.74,5,22.444666371828834
0,60,3,55.88,112.26,113.4,178.22,5,18.8902789755439
0,74,4,68.67,99.62,96.41,168.22,7,26.150287170438713
0,55,4,82.9,120.39,104.03,166.35,5,19.875454978525926
0,91,4,82.74,98.7,96.21,195.7,3,23.760727903371652
0,84,4,61.14,106.68,92.57,159.42,5,33.05169043578985
0,48,1,79.13,76.51,113.77,151.18,4,21.001608355671895
0,97,1,87.43,81.56,90.6,168.75,7,34.06310013717421
0,43,4,94.22,78.23,117.37,197.02,3,11.077654761766995
0,56,1,65.48,102.21,117.94,153.48,0,23.77302493878616
0,61,4,100.62,123.47,111.21,172.91,2,20.40279253222072
0,62,2,99.78,110.91,109.99,171.87,7,20.988989754864473
0,59,1,67.0,89.46,107.25,169.56,5,20.52131542772738
0,46,1,90.5,108.24,119.09,170.92,1,15.746065852292924
0,43,1,64.41,62.25,115.48,193.9,4,11.437018863899741
0,56,2,97.34,89.35,83.74,179.41,2,17.397816047802067
0,68,0,76.87,101.95,116.24,162.64,5,25.707164786434557
0,60,4,58.76,92.73,104.15,165.2,3,21.98523764576213
0,62,2,95.42,92.69,103.05,161.05,1,23.90398079353698
0,56,1,74.1,101.78,108.08,156.49,4,22.86729771070868
0,76,3,66.3,104.93,85.89,181.81,5,22.99206923967263
0,66,1,95.65,86.36,106.8,155.15,0,27.41829063782733
0,55,3,57.46,74.03,121.92,178.05,4,17.34917123403314
0,44,3,65.56,91.66,103.71,164.46,5,16.26792286975506
0,42,1,76.79,111.4,117.32,147.32,5,19.352000654060767
0,60,2,82.25,82.43,111.81,183.49,4,17.82076934096784
0,65,4,64.62,84.74,111.42,149.71,6,29.000917370403297
0,89,4,74.88,114.48,116.9,155.03,0,37.030409318042615
0,44,1,63.97,96.9,112.09,168.3,0,15.534040908896733
0,69,0,100.98,114.5,119.36,180.93,6,21.0779283728555
0,72,0,85.68,114.96,102.46,151.71,4,31.28268918822164
0,89,1,61.17,96.15,91.85,177.63,0,28.20703094855469
0,76,0,65.46,95.74,85.37,164.04,3,28.243211030716072
0,59,1,63.99,78.92,121.88,154.96,5,24.570432218389865
0,77,1,55.88,110.64,107.36,163.27,5,28.885370317331187
0,79,1,64.64,85.21,115.14,177.56,4,25.057446893056742
0,61,0,91.04,99.26,79.1,193.15,1,16.350852847752318
0,67,4,55.88,92.28,113.95,151.3,3,29.268262849968696
0,60,3,93.47,86.34,92.9,194.71,1,15.826130292136305
0,79,4,59.94,86.59,118.4,178.41,1,24.819252926600694
0,51,1,63.74,94.46,100.43,198.12,5,12.993122633188067
0,75,1,55.88,111.4,100.52,178.98,0,23.412740734014523
0,76,4,67.19,82.36,107.26,191.15,4,20.80007914977487
0,56,2,62.07,100.87,116.72,147.32,3,25.802667538747688
0,49,4,100.24,114.03,119.75,147.32,1,22.57733409640423
0,57,1,55.88,113.02,113.32,151.28,1,24.906449627378542
0,64,1,92.02,108.77,110.43,185.66,0,18.567066023755704
0,77,4,84.8,72.34,82.97,184.6,0,22.5957796952563
0,65,3,75.78,105.04,107.98,177.42,2,20.64943659886574
0,90,3,59.15,90.38,114.93,172.26,6,30.330084738617153
0,101,1,71.52,100.96,80.66,178.57,2,31.674106783681403
0,68,0,55.88,99.02,121.92,147.32,4,31.33181058276505
0,58,3,66.46,81.74,80.22,174.34,1,19.08244020823338
0,49,4,73.33,90.02,109.63,171.67,7,16.626746131971597
0,101,2,66.14,116.5,106.43,172.64,2,33.88742107518976
0,103,3,95.79,98.41,118.28,150.91,1,45.22735464047874
0,82,1,67.51,116.63,98.22,149.53,0,36.673907542100444
0,81,1,94.06,107.91,114.15,171.18,6,27.64260543718992
0,62,1,59.41,90.16,75.06,155.82,7,25.535554297229336
0,89,1,55.88,127.0,112.7,184.55,2,26.131353653299033
0,81,4,63.87,99.8,106.67,155.78,4,33.37810064629728
0,64,4,77.82,85.71,113.97,175.99,5,20.663505083662965
0,91,1,61.87,115.23,85.08,161.12,2,35.05439579349716
0,74,4,55.88,78.31,86.36,173.11,1,24.693770466818474
0,67,1,61.6,107.62,121.92,156.23,6,27.45022680831842
0,74,3,97.49,83.25,82.98,171.11,1,25.274404810735675
0,78,2,72.19,70.54,91.88,151.67,4,33.907457740581165
0,69,1,60.95,106.81,120.83,169.87,4,23.91198982136596
0,70,1,99.24,87.66,98.03,153.27,3,29.79776736311753
0,65,4,67.35,84.38,113.08,178.08,4,20.496658376178285
0,102,0,83.6,82.74,121.92,195.88,1,26.58397874716193
0,82,1,73.27,94.97,113.4,176.65,1,26.277652723033782
0,81,4,84.05,96.22,116.61,156.53,6,33.05901034571117
0,78,1,68.24,111.06,121.92,176.55,2,25.024139873392286
0,52,1,61.45,74.7,107.8,189.57,0,14.469853144820421
0,64,1,58.58,91.92,116.11,185.12,4,18.675545269895245
0,59,1,73.27,109.56,111.97,172.47,0,19.83466569002118
0,51,1,102.27,101.34,121.06,177.29,2,16.225634771568405
0,75,4,95.99,84.39,99.51,172.11,2,25.319146063793895
0,53,4,59.24,55.88,82.35,176.2,2,17.071200433930596
0,51,1,55.88,80.94,112.46,167.58,4,18.160416470908057
0,80,3,84.32,83.63,100.58,198.12,7,20.381368836373436
0,85,1,67.62,55.88,120.98,176.94,7,27.149815325678514
0,43,4,68.14,104.79,109.93,156.48,6,17.561062181907904
0,106,4,70.71,92.92,90.13,191.49,0,28.907708516189928
0,66,1,95.98,115.3,85.54,155.66,7,27.238919946118443
0,73,3,67.6,110.04,73.21,147.88,0,33.38135614859705
0,70,4,68.65,93.54,113.64,155.17,5,29.072509409307294
0,74,1,82.84,101.29,82.42,173.4,2,24.611242149346342
0,70,4,81.94,90.81,105.09,165.84,3,25.451856257689368
0,86,4,76.53,74.34,88.48,165.93,5,31.235511693923627
0,74,3,70.56,78.75,109.89,190.27,7,20.440479686238856
0,72,4,95.35,76.81,75.52,148.64,3,32.588254787431886
0,50,4,55.88,85.39,118.96,163.11,4,18.793550223456997
0,98,3,99.78,101.62,86.36,175.5,0,31.817923555815298
0,62,1,58.64,87.77,88.04,151.44,0,27.034011088200224
0,60,1,55.88,84.97,121.92,180.88,5,18.338767803031267
0,90,4,62.23,78.83,85.03,165.75,6,32.75936201142483
0,46,3,75.18,84.31,98.13,187.13,7,13.136237642580618
0,46,1,64.3,88.92,119.85,159.93,4,17.984482980265284
0,75,3,62.24,73.29,120.95,187.88,7,21.247124385856118
0,94,1,81.06,105.19,78.61,169.72,6,32.633361160101266
0,68,1,89.54,72.41,111.12,176.17,4,21.910132504780627
0,73,4,64.18,90.97,78.84,150.39,2,32.27638903308256
0,53,4,63.79,79.46,91.17,168.76,0,18.609591335621467
0,81,1,69.32,112.16,103.01,186.39,2,23.31523527054183
0,50,1,59.67,73.09,88.22,153.71,0,21.162440945520757
0,67,1,63.86,87.64,81.85,163.93,7,24.932046312325404
0,48,1,71.04,98.05,106.24,169.32,5,16.74267001720979
0,56,1,84.81,87.46,85.75,156.17,5,22.961106153585064
0,61,2,68.04,112.59,112.4,193.51,0,16.290072198961948
0,74,1,58.17,113.81,87.85,174.1,7,24.41373226251625
0,74,4,88.64,72.99,104.41,151.24,5,32.35179502798027
0,80,1,97.31,91.02,104.09,175.51,6,25.970855421640557
0,83,1,78.52,75.72,117.49,156.89,3,33.72000003201369
0,64,1,96.56,86.36,83.84,147.32,7,29.48876290142593
0,91,1,65.88,83.2,95.25,173.86,6,30.105236393660512
0,92,4,64.45,80.5,97.15,173.27,7,30.643691150643917
0,49,1,57.14,114.07,111.43,162.26,1,18.61114688587124
0,75,2,58.95,85.74,115.06,181.02,7,22.8880156775217
0,50,3,62.62,72.95,118.19,150.09,4,22.19557953636994
0,75,1,103.37,85.84,112.61,194.26,7,19.87442142776805
0,60,1,59.36,116.92,121.92,150.92,4,26.342540554692423
0,45,4,97.23,75.15,85.52,170.43,0,15.492461507662522
0,71,4,100.27,90.1,84.01,147.51,4,32.62987594842699
0,83,1,65.84,89.75,115.25,169.54,0,28.875780691521094
0,77,4,66.82,97.55,106.51,169.12,0,26.92159491751615
0,81,1,57.66,81.5,86.46,160.62,1,31.396828138925798
0,58,3,59.89,115.62,116.25,193.81,3,15.441007377071724
0,63,0,84.37,100.08,84.81,153.63,1,26.692453101645892
0,49,1,57.71,96.46,117.67,150.81,6,21.544469272906394
0,62,1,83.27,87.55,95.31,176.41,6,19.922566702930343
0,43,4,55.88,64.68,113.53,171.36,2,14.64365702708098
0,68,1,83.87,100.74,116.48,158.25,0,27.15322856379886
0,70,0,69.52,96.26,81.66,179.59,0,21.703698069239948
0,76,3,61.73,88.0,110.31,160.55,2,29.484446033328478
0,51,3,78.49,89.95,100.46,153.43,2,21.664546677495597
0,93,2,66.1,104.8,87.82,160.7,5,36.012327832998835
0,69,1,102.08,85.22,92.83,166.92,7,24.764658222736532
0,62,4,83.12,86.4,105.05,190.83,1,17.02544174094434
0,75,4,62.98,105.62,73.48,185.81,2,21.723164790181553
0,79,0,56.15,82.76,121.92,159.23,5,31.158554449587708
0,79,4,55.88,74.3,96.14,158.14,5,31.589563313714166
0,80,1,96.62,77.3,88.94,154.23,0,33.63196712421402
0,75,2,61.06,99.65,121.92,154.18,2,31.5504225981391
0,91,2,55.88,81.2,113.13,164.41,7,33.665489507815394
0,65,4,98.26,81.44,74.55,152.47,4,27.960475708177444
0,83,1,85.78,67.45,86.62,154.88,7,34.60090136431938
0,55,1,55.88,97.53,113.1,155.11,7,22.8603615010381
0,103,4,94.27,84.0,118.23,170.69,5,35.352576271458574
0,83,1,100.89,96.02,108.94,173.21,5,27.66509519704249
0,72,1,58.35,99.81,103.44,171.42,6,24.50245018376225
0,48,1,69.76,91.73,91.06,175.65,2,15.557683392877937
0,77,1,69.35,97.31,100.85,151.43,0,33.5789321139919
0,54,1,59.47,115.56,116.38,147.32,3,24.881143698078127
0,53,1,57.42,77.17,113.57,147.32,7,24.420381777743348
0,75,1,70.86,69.8,114.76,155.67,2,30.94934146176934
0,74,4,63.21,98.72,101.48,183.05,4,22.084738095524102
0,72,1,86.63,81.6,76.3,179.51,3,22.34370570874326
0,82,0,62.01,78.61,120.23,158.93,7,32.46400417940006
0,65,3,72.56,88.49,79.76,169.16,7,22.715275249587055
0,48,1,68.51,99.95,112.7,152.17,5,20.729229326250515
0,72,1,55.88,92.38,107.36,174.25,5,23.71302301933476
0,87,1,82.11,87.04,116.06,156.34,4,35.59418369109196
0,58,2,76.18,96.03,115.35,154.62,0,24.26032729925453
0,60,4,59.59,100.97,84.68,153.1,0,25.597695524797558
0,75,3,55.88,75.22,100.27,152.07,2,32.432032869787484
0,62,1,97.19,113.51,101.9,154.64,2,25.92674566953095
0,59,4,59.82,73.5,115.2,175.37,4,19.184099032559214
0,47,1,83.56,72.97,121.92,152.87,4,20.11191045780361
0,70,1,60.17,87.39,115.32,153.78,2,29.60045091466323
0,70,0,95.45,115.53,74.39,161.68,1,26.778450221217543
0,69,4,100.91,127.0,113.02,164.03,0,25.644989226112607
0,63,4,81.0,111.73,80.51,160.93,3,24.325766119056727
0,63,1,70.01,111.67,121.92,148.7,3,28.49171637265176
0,84,4,63.12,80.67,99.32,172.82,1,28.124919266414786
0,56,4,58.2,97.22,99.83,165.15,2,20.53198181563032
0,62,3,69.25,102.97,93.58,167.13,0,22.196416382130984
0,63,3,62.46,70.78,110.67,164.57,2,23.26158006040102
0,41,0,79.37,96.26,115.48,156.39,5,16.763546267046294
0,82,1,67.56,85.04,97.26,147.73,4,37.57305054438105
0,96,1,83.09,98.87,104.09,147.32,7,44.23314435213889
0,41,0,55.88,70.23,111.58,157.48,4,16.532291129098386
0,68,4,59.17,73.91,113.75,182.6,7,20.394232511045878
0,73,4,67.39,105.03,114.39,181.49,0,22.16243418163106
0,79,4,58.07,84.92,121.92,163.0,4,29.733900410252552
0,77,1,94.67,81.46,103.52,147.32,7,35.47866786577807
0,60,4,58.29,103.57,115.57,162.62,2,22.688372138188942
0,67,4,83.19,89.14,114.6,175.47,5,21.76050904053502
0,60,3,64.73,58.84,98.41,192.87,0,16.129536566236023
0,56,4,94.87,93.17,82.93,179.39,5,17.4016955920085
0,69,1,61.92,92.9,92.86,147.32,2,31.79257250309983
0,52,1,67.15,108.88,95.93,157.68,1,20.914626879195314
0,59,3,94.65,85.96,99.37,195.62,7,15.417909868487738
0,72,4,65.0,101.2,104.38,164.6,7,26.57497316665904
0,66,3,58.14,87.3,101.98,158.55,3,26.254964948130027
0,62,1,57.92,72.42,121.92,169.54,4,21.56986027559407
0,46,1,59.12,69.59,115.7,182.57,3,13.800632800415798
0,70,1,59.64,78.91,89.68,189.96,3,19.398748751884504
0,84,3,84.3,86.69,118.51,176.16,4,27.068530713965753
0,81,1,69.88,96.6,111.72,190.32,5,22.36228410953981
0,72,3,90.76,117.39,116.47,161.61,2,27.567414475284068
0,70,1,72.44,87.15,86.82,184.85,0,20.48609254050887
0,49,1,61.07,94.11,121.92,153.87,0,20.696083716824376
0,101,4,72.42,108.2,77.71,186.27,0,29.10955354248294
0,101,1,100.09,81.82,121.92,192.08,4,27.375186064531974
