Gender,Weight,Body Shape Index,Waist,Hips,Bust/Chest,Height,Cup Size
Female,78,1,62.08,79.35,82.06,163.9,AA
Female,74,1,98.21,91.54,79.3,155.52,D
Female,41,4,81.4,106.09,103.35,163.65,A
Female,92,4,93.51,78.86,93.04,158.2,DD
Female,86,3,84.48,78.11,114.72,171.97,D
Female,64,1,94.43,98.43,119.91,160.88,DD
Female,74,4,100.04,90.49,113.1,147.32,B
Female,78,4,92.51,90.04,96.95,173.63,F
Female,105,4,64.82,74.1,116.19,168.26,F
Female,53,3,71.35,96.43,71.12,178.1,DD
Female,84,4,55.88,57.27,95.3,159.35,E
Female,41,0,90.69,72.39,83.63,185.15,DD
Female,79,4,79.31,85.13,121.92,162.86,C
Female,62,1,77.81,113.7,99.33,163.55,C
Female,66,3,58.67,84.64,92.31,150.06,A
Female,53,2,106.68,95.86,76.61,160.11,F
Female,86,1,55.88,68.2,117.64,181.91,A
Female,61,4,59.68,82.13,93.04,167.59,A
Female,74,2,55.88,78.48,96.14,173.33,D
Female,57,2,87.78,118.27,84.14,149.07,F
Female,64,4,89.73,86.18,113.16,162.47,C
Female,89,1,93.78,82.6,88.14,185.43,AA
Female,76,4,89.57,122.97,107.86,170.12,AA
Female,77,1,60.19,84.08,98.21,152.18,AA
Female,63,3,55.88,89.45,113.03,178.57,D
Female,87,2,94.83,72.57,112.08,189.17,B
Female,81,4,61.78,107.52,121.92,147.32,F
Female,82,4,85.58,123.14,94.62,153.12,F
Female,61,1,60.88,78.97,80.6,161.84,C
Female,78,3,60.3,95.62,86.72,171.12,F
Female,100,3,83.33,69.09,113.47,173.14,F
Female,79,1,94.93,125.23,111.72,165.69,F
Female,87,1,87.22,85.08,98.0,155.09,D
Female,57,2,80.24,104.78,114.14,165.98,A
Female,61,3,77.71,112.01,100.61,147.32,D
Female,69,4,80.69,92.34,115.54,170.66,A
Female,62,1,91.89,90.04,108.12,149.05,AA
Female,62,1,69.3,93.54,77.77,173.89,B
Female,92,1,93.86,92.9,112.16,152.24,C
Female,104,3,64.94,94.02,121.92,159.37,C
Female,85,3,102.85,88.51,80.41,189.3,D
Female,66,2,65.7,123.9,88.4,172.04,A
Female,54,4,61.3,92.87,121.92,173.56,E
Female,62,1,59.87,80.48,106.41,178.56,C
Female,64,4,75.08,77.26,117.48,164.14,E
Female,46,4,67.55,97.47,80.68,164.09,AA
Female,81,1,102.01,82.49,113.19,176.91,A
Female,100,4,56.05,99.59,118.74,150.92,AA
Female,83,4,89.36,111.4,121.92,182.52,F
Female,53,4,71.96,102.53,121.92,195.43,D
Female,66,1,70.96,79.81,86.11,193.72,AA
Female,70,4,103.93,93.52,114.28,156.16,F
Female,87,3,73.68,71.14,95.36,192.65,DD
Female,72,3,97.46,84.2,76.36,181.73,E
Female,56,3,61.44,98.12,118.74,175.27,AA
Female,60,1,69.26,105.64,84.51,191.68,D
Female,58,1,55.88,88.74,96.99,147.32,C
Female,74,2,85.75,114.72,96.53,159.46,F
Female,64,1,90.33,116.91,111.67,166.39,DD
Female,65,1,55.88,93.0,92.76,190.31,A
Female,60,4,79.19,103.31,82.43,175.32,A
Female,59,1,93.59,120.12,86.36,161.81,DD
Female,53,0,58.78,100.22,121.06,155.61,DD
Female,111,1,100.21,97.51,88.93,174.89,A
Female,71,1,70.57,79.8,118.44,157.85,B
Female,56,3,55.88,79.65,119.61,153.41,C
Female,62,2,67.93,92.56,89.61,161.64,AA
Female,49,4,92.39,92.44,119.03,172.49,C
Female,68,1,99.24,72.08,114.1,163.18,F
Female,57,4,80.21,102.26,116.85,157.52,E
Female,88,4,96.04,89.28,112.6,166.48,AA
Female,61,1,58.32,83.96,121.92,173.12,A
Female,75,0,72.08,111.27,107.24,162.0,DD
Female,55,0,68.49,81.56,114.56,153.56,DD
Female,55,3,89.33,94.58,112.25,153.28,AA
Female,84,3,65.78,102.0,76.32,182.17,E
Female,63,3,58.04,93.41,81.94,165.89,F
Female,109,4,101.36,96.86,91.47,170.01,E
Female,52,1,82.33,111.59,77.2,147.32,F
Female,59,2,105.08,92.31,95.84,169.47,D
Female,67,4,87.96,87.55,108.84,172.83,D
Female,61,1,61.34,89.75,109.71,172.89,A
Female,77,4,89.02,86.11,77.36,152.99,AA
Female,74,1,97.82,79.04,110.42,171.02,E
Female,57,3,59.75,89.31,120.14,190.88,B
Female,74,1,59.85,111.14,113.14,158.27,A
Female,64,1,93.3,96.8,113.62,154.07,D
Female,76,4,67.28,104.55,86.52,171.67,C
Female,74,3,95.76,112.51,112.14,153.48,B
Female,58,4,65.93,107.2,118.29,154.85,F
Female,70,1,55.88,108.4,121.92,159.74,F
Female,55,0,64.16,68.62,83.39,171.46,AA
Female,58,1,58.44,75.86,103.39,170.67,A
Female,46,4,55.88,105.47,107.38,170.61,A
Female,63,0,59.6,82.37,117.24,160.13,C
Female,68,0,66.42,103.98,121.92,156.74,E
Female,89,1,55.88,81.83,85.43,173.66,A
Female,44,2,60.85,76.62,114.15,159.63,A
Female,53,0,61.93,70.72,111.5,147.85,B
Female,82,4,55.93,92.14,75.85,158.98,AA
Female,70,4,63.56,67.09,115.93,173.8,D
Female,60,2,64.56,104.75,109.09,184.4,D
Female,47,4,78.61,90.15,73.36,171.44,DD
Female,56,4,103.08,83.27,109.59,161.53,AA
Female,77,1,64.35,59.54,101.74,166.2,A
Female,60,4,69.1,106.99,116.53,176.93,A
Female,46,4,62.86,72.25,87.25,160.3,D
Female,105,4,59.06,75.08,92.68,185.01,A
Female,48,0,59.76,60.7,104.6,163.86,F
Female,77,1,61.97,117.42,82.63,169.3,B
Female,68,0,89.65,70.59,103.6,175.0,A
Female,67,1,89.87,100.97,120.01,173.69,A
Female,61,3,75.89,84.77,115.71,165.84,F
Female,53,4,60.01,88.89,119.22,186.93,DD
Female,72,4,60.4,95.34,112.91,190.09,F
Female,96,3,59.38,82.19,116.1,178.09,F
Female,72,1,85.23,86.46,112.79,178.33,AA
Female,72,3,90.0,69.39,110.96,183.53,C
Female,74,4,58.21,80.91,114.86,155.27,C
Female,73,3,79.72,93.64,118.21,157.63,B
Female,70,3,65.09,89.86,108.21,182.05,AA
Female,78,4,100.4,87.48,81.59,197.17,D
Female,67,1,58.68,82.04,102.79,168.66,A
Female,63,0,103.23,84.52,86.5,177.82,DD
Female,57,4,81.31,86.45,107.44,173.19,F
Female,57,1,62.16,85.35,113.74,151.04,AA
Female,56,0,77.79,85.92,121.92,152.71,D
Female,77,1,66.42,73.58,115.83,183.27,D
Female,48,4,65.21,111.05,121.92,171.39,B
Female,94,4,57.2,114.57,111.39,158.95,C
Female,57,0,56.81,92.14,101.96,155.67,A
Female,42,3,57.47,116.69,93.97,162.99,A
Female,44,1,61.96,92.6,119.13,161.07,B
Female,71,4,59.69,94.71,89.96,196.36,C
Female,70,1,61.19,89.18,104.33,184.28,AA
Female,74,4,65.5,87.44,85.39,155.29,D
Female,60,4,59.86,127.0,88.14,147.32,A
Female,62,1,64.95,97.21,83.62,173.21,C
Female,49,3,96.5,88.01,110.59,151.22,D
Female,76,1,97.74,114.66,109.86,173.8,D
Female,64,1,84.21,87.72,87.96,148.68,D
Female,76,0,83.2,95.56,98.41,152.2,A
Female,85,1,81.67,82.2,87.92,150.22,C
Female,77,1,83.33,113.89,96.78,178.88,A
Female,43,1,55.88,93.18,117.0,157.97,C
Female,58,3,56.4,106.63,118.89,189.39,AA
Female,74,1,84.6,55.88,121.92,184.51,E
Female,90,3,56.4,106.78,110.14,173.94,E
Female,104,0,63.45,109.03,117.26,179.86,C
Female,54,2,84.96,105.13,118.41,189.29,E
Female,59,3,91.79,90.7,116.47,167.64,A
Female,46,2,55.88,76.4,108.15,177.86,A
Female,62,4,59.94,91.84,121.92,180.3,D
Female,69,1,59.22,100.85,96.96,171.28,A
Female,78,1,93.84,90.62,93.64,153.57,C
Female,78,2,68.31,91.24,82.91,184.07,B
Female,41,4,57.62,105.9,103.55,166.63,D
Female,70,2,68.51,106.37,108.0,165.67,A
Female,43,1,70.75,78.42,110.87,165.69,C
Female,68,1,76.8,77.06,118.03,186.54,D
Female,64,3,76.36,68.01,110.44,168.54,A
Female,75,3,66.13,92.19,77.81,184.74,C
Female,42,1,64.51,55.88,120.09,165.64,A
Female,59,3,84.0,75.14,117.94,151.49,DD
Female,92,3,75.85,98.81,121.92,157.15,AA
Female,72,1,56.95,91.61,121.92,160.02,C
Female,95,1,64.41,76.52,93.52,169.45,A
Female,67,1,72.77,109.5,107.42,148.76,E
Female,67,1,98.48,96.36,85.14,152.05,A
Female,84,2,62.22,93.7,81.42,175.25,A
Female,68,4,86.92,105.86,114.02,173.12,E
Female,79,4,87.58,95.88,89.02,194.26,F
Female,68,3,74.58,94.33,105.91,194.17,F
Female,86,4,87.87,95.81,81.76,157.3,B
Female,72,4,75.71,107.09,86.83,166.19,C
Female,82,2,55.88,63.6,72.86,182.28,A
Female,81,1,99.26,87.66,93.91,150.23,AA
Female,44,1,78.2,111.18,114.24,158.09,A
Female,66,3,73.89,75.53,116.43,167.17,A
Female,95,3,89.42,98.23,118.75,153.55,B
Female,78,3,68.79,73.33,82.01,187.75,DD
Female,69,1,95.15,92.5,115.32,168.55,AA
Female,55,3,77.07,84.64,98.64,165.83,C
Female,94,1,95.6,85.41,119.33,181.44,B
Female,61,2,67.15,70.69,113.66,170.76,A
Female,63,1,70.68,62.7,88.95,166.88,DD
Female,75,4,62.3,80.73,74.86,174.76,D
Female,69,1,103.39,98.61,116.14,163.47,B
Female,94,4,60.73,68.12,115.18,176.45,DD
Female,54,1,82.03,71.83,80.69,153.29,D
Female,66,3,99.45,82.69,116.49,163.85,A
Female,48,1,62.27,62.93,120.47,168.04,B
Female,48,1,57.97,99.42,109.43,165.62,F
Female,65,1,96.9,102.24,115.75,159.57,C
Female,48,4,76.98,84.34,117.22,175.46,E
Female,66,2,76.33,93.21,116.34,169.59,A
Female,64,2,66.12,81.5,84.96,169.42,DD
Female,78,4,79.48,78.45,117.24,163.21,DD
Female,99,4,65.1,98.65,101.09,188.19,F
Female,52,1,86.71,103.35,75.42,163.41,AA
Female,69,1,64.61,103.58,114.83,149.09,D
Female,54,2,67.98,104.38,111.06,156.98,D
Female,67,3,97.79,87.56,90.29,147.68,AA
Female,62,1,82.47,108.32,117.53,171.67,DD
Female,48,1,58.88,88.97,82.83,147.32,DD
Female,81,4,60.57,75.84,73.38,158.0,C
Female,60,0,66.31,92.5,107.7,155.92,B
Female,79,4,102.73,74.65,112.37,193.35,AA
Female,86,1,57.81,78.1,116.4,192.22,F
Female,93,1,88.51,91.05,121.92,191.64,A
Female,63,4,92.27,88.43,119.86,167.05,D
Female,74,4,55.97,108.78,99.62,170.96,DD
Female,57,1,78.81,102.6,120.19,169.79,D
Female,58,4,60.0,100.03,89.37,157.81,AA
Female,67,4,58.93,119.84,101.68,168.63,DD
Female,97,4,96.46,119.16,110.72,164.16,DD
Female,75,1,81.25,84.32,117.95,153.88,A
Female,81,4,62.94,90.5,121.92,177.48,A
Female,66,3,89.52,88.89,118.12,164.88,A
Female,49,1,76.78,99.2,121.92,187.24,A
Female,69,0,67.86,55.88,121.92,185.53,A
Female,51,4,75.14,92.64,110.91,164.96,C
Female,69,3,95.9,127.0,78.31,156.77,B
Female,78,1,58.29,102.05,117.79,176.67,DD
Female,50,1,67.54,94.24,113.07,150.09,B
Female,73,1,59.28,83.79,117.26,175.93,F
Female,62,1,59.02,72.42,91.17,169.52,DD
Female,59,3,65.0,103.91,109.49,178.08,B
Female,79,1,55.88,71.76,94.67,193.57,DD
Female,60,1,59.95,83.54,120.63,159.43,A
Female,66,1,92.5,90.19,109.61,184.66,DD
Female,71,1,64.16,72.98,80.72,171.55,AA
Female,78,1,91.69,66.2,118.41,179.7,DD
Female,53,4,67.18,104.11,109.62,149.87,DD
Female,82,3,106.37,99.14,100.74,179.53,D
Female,55,4,55.88,63.08,114.28,147.42,E
Female,70,4,59.96,87.91,117.97,147.32,C
Female,92,4,61.17,82.48,111.55,151.86,D
Female,76,4,65.12,104.05,82.16,151.59,B
Female,96,1,62.16,73.1,120.66,198.12,D
Female,60,4,89.22,107.94,108.39,178.11,B
Female,69,2,65.21,102.94,111.1,178.14,AA
Female,71,1,66.95,74.57,81.19,149.2,E
Female,68,1,63.28,97.24,117.31,173.03,DD
Female,78,4,57.22,77.54,74.48,162.27,DD
Female,52,1,98.54,114.49,115.06,167.01,D
Female,48,4,76.02,100.41,89.91,165.94,B
Female,51,4,57.27,93.74,85.1,167.8,C
Female,74,1,64.62,87.16,105.7,195.26,DD
Female,62,4,69.82,65.68,111.1,147.32,E
Female,82,4,86.3,84.65,117.88,177.26,A
Female,84,2,85.08,121.41,114.9,156.55,C
Female,61,4,55.88,89.43,87.33,166.49,AA
Female,87,1,64.8,83.45,119.62,193.07,C
Female,63,1,59.1,99.94,80.3,155.94,B
Female,72,4,79.46,85.04,121.13,171.2,F
Female,74,1,66.12,87.45,84.08,174.13,F
Female,76,1,95.09,97.63,102.9,165.16,C
Female,73,4,90.16,94.53,118.37,169.26,D
Female,59,1,59.36,98.49,121.92,161.3,D
Female,80,1,62.44,58.64,116.92,150.22,E
Female,60,0,94.66,84.1,118.53,163.81,E
Female,63,0,94.72,78.08,80.18,169.66,A
Female,62,2,97.47,109.39,112.0,169.12,AA
Female,69,4,70.57,87.86,117.49,170.01,D
Female,65,3,62.7,93.06,78.88,149.79,DD
Female,98,4,68.22,96.21,120.43,197.1,AA
Female,45,4,74.52,90.83,115.6,164.6,C
Female,56,1,65.42,103.04,119.47,154.69,E
Female,56,2,76.36,87.04,99.25,184.59,DD
Female,75,3,91.17,82.54,109.5,154.27,A
Female,66,1,59.56,94.28,101.42,171.78,C
Female,84,1,56.82,95.44,111.99,180.52,C
Female,84,1,83.2,78.81,113.25,190.8,E
Female,68,3,64.72,112.91,91.6,189.16,F
Female,51,0,55.88,85.62,118.4,156.43,F
Female,70,4,57.96,109.11,87.66,191.29,D
Female,77,2,61.88,104.35,121.92,152.27,B
Female,91,4,95.15,102.08,120.36,175.72,D
Female,80,0,60.56,97.25,96.7,166.94,B
Female,103,0,96.09,94.85,76.75,180.9,D
Female,74,2,62.51,73.76,86.56,150.04,B
Female,75,1,81.73,74.09,102.04,181.41,A
Female,69,4,95.45,126.56,112.68,166.18,A
Female,68,0,63.09,68.52,113.42,198.12,F
Female,61,3,65.13,73.28,109.78,176.31,F
Female,82,1,72.4,61.75,121.92,166.02,A
Female,97,4,62.52,98.39,113.25,152.34,D
Female,46,4,104.28,98.62,88.69,155.72,AA
Female,44,4,73.65,67.73,78.1,153.38,DD
Female,73,1,85.66,88.16,97.47,182.92,AA
Female,66,2,66.87,73.29,115.97,153.04,D
Female,65,4,59.38,68.43,120.42,195.08,C
Female,66,1,61.89,79.34,83.72,177.74,F
Female,55,0,76.6,86.51,114.64,181.02,C
Female,75,3,102.25,97.09,87.09,189.72,D
Female,89,1,62.27,76.27,86.82,156.88,C
Female,73,2,84.89,94.38,90.6,184.1,C
Female,76,1,69.28,69.66,90.06,162.29,A
Female,78,0,65.9,87.13,84.75,182.33,A
Female,74,4,100.64,89.57,97.67,180.87,DD
Female,92,2,79.43,101.0,110.25,156.68,B
Female,81,2,71.11,99.97,86.4,152.88,E
Female,97,2,79.37,80.05,80.41,183.57,F
Female,54,1,88.68,55.88,92.97,165.24,A
Female,63,1,95.69,115.96,118.42,163.42,C
Female,85,0,62.17,79.39,117.44,173.56,C
Female,68,1,65.39,83.77,112.05,183.43,AA
Female,65,4,90.43,98.68,112.41,177.99,AA
Female,66,2,75.02,94.6,107.04,150.49,C
Female,51,1,59.24,86.19,109.02,147.32,C
Female,59,1,104.24,72.0,107.99,171.18,F
Female,94,4,101.7,110.12,113.18,179.99,D
Female,63,1,92.16,67.03,119.33,149.95,DD
Female,55,3,64.53,122.25,121.65,157.86,AA
Female,93,0,84.61,89.34,96.27,151.3,B
Female,73,0,93.36,94.54,100.04,156.34,B
Female,76,0,60.5,70.83,118.41,149.24,AA
Female,48,4,95.12,83.56,113.48,188.53,A
Female,56,4,58.62,73.86,115.62,154.17,A
Female,56,1,98.63,75.07,109.07,188.37,E
Female,46,3,62.95,93.54,86.71,178.02,A
Female,71,1,68.99,76.95,111.18,171.92,F
Female,82,1,92.88,97.42,118.63,164.65,D
Female,41,1,101.61,100.81,84.41,155.12,E
Female,97,4,60.08,107.1,121.92,177.52,C
Female,65,1,102.9,96.75,98.94,154.89,A
Female,67,1,106.39,82.26,110.14,147.77,DD
Female,93,4,63.18,96.5,81.78,178.09,F
Female,100,0,88.76,88.99,100.89,159.76,D
Female,41,4,71.18,81.38,110.18,148.42,B
Female,100,0,82.67,114.2,85.29,178.82,C
Female,80,3,106.68,87.67,116.16,167.26,E
Female,46,4,81.36,104.56,119.56,150.22,F
Female,69,4,92.31,77.67,111.1,170.43,F
Female,59,1,55.88,82.36,107.2,155.63,B
Female,86,2,67.08,84.87,121.92,182.37,A
Female,77,4,65.14,68.14,104.4,174.64,DD
Female,66,1,66.81,88.08,87.84,194.16,A
Female,68,4,62.55,84.29,86.82,179.14,AA
Female,73,1,60.0,85.67,83.16,153.33,E
Female,77,3,66.87,65.98,110.11,198.12,E
Female,79,4,55.88,81.5,112.48,161.16,E
Female,81,1,96.56,93.57,115.0,187.88,F
Female,56,4,85.81,74.29,106.69,168.72,B
Female,90,1,76.24,90.92,115.53,178.28,AA
Female,72,4,60.7,66.46,111.77,175.99,AA
Female,80,4,83.22,114.7,102.19,178.27,C
Female,70,1,60.52,110.43,88.55,161.22,A
Female,64,0,58.42,98.86,95.62,171.09,A
Female,67,2,58.05,113.17,116.12,192.89,A
Female,53,3,91.84,93.54,106.49,147.39,D
Female,53,0,56.53,88.62,85.46,179.03,D
Female,68,3,57.49,82.31,101.72,157.67,A
Female,54,3,65.15,96.05,110.88,151.04,AA
Female,51,2,58.02,83.13,109.99,163.12,F
Female,68,3,67.44,60.11,121.92,179.32,DD
Female,58,4,55.88,87.49,90.0,168.52,DD
Female,56,1,70.55,72.09,102.85,155.92,B
Female,41,2,83.11,70.47,98.73,147.32,E
Female,67,4,91.18,74.96,105.37,188.28,F
Female,60,4,63.47,97.48,119.11,153.68,A
Female,69,0,71.55,84.6,88.15,172.5,E
Female,56,2,55.88,80.33,111.29,177.25,B
Female,66,4,66.11,97.46,110.12,171.1,DD
Female,46,3,61.1,55.88,120.09,155.62,AA
Female,74,1,69.03,66.68,107.74,191.45,C
Female,81,3,61.01,85.92,114.78,188.87,B
Female,51,0,56.95,90.74,120.28,155.78,D
Female,96,1,86.89,103.55,107.03,175.27,C
Female,53,1,94.67,96.19,114.58,192.54,A
Female,65,3,65.02,79.99,91.98,183.48,F
Female,59,0,56.59,103.6,76.56,148.79,A
Female,82,1,58.81,86.09,83.44,165.36,DD
Female,61,2,68.56,86.81,120.83,174.09,E
Female,53,2,90.67,95.45,116.63,173.4,D
Female,47,3,95.62,111.18,116.51,154.16,E
Female,93,0,55.88,73.73,107.65,191.55,A
Female,63,1,58.37,106.32,88.09,169.06,A
Female,81,4,101.16,113.39,100.05,190.73,E
Female,71,3,92.5,81.15,108.18,164.99,DD
Female,76,4,60.65,112.86,120.8,172.22,D
Female,50,1,61.98,91.63,112.82,149.44,C
Female,48,1,89.71,85.63,121.92,174.32,D
Female,72,3,55.88,99.38,101.17,179.23,C
Female,51,1,57.41,69.21,107.03,149.21,A
Female,75,4,57.92,65.96,96.01,179.49,F
Female,63,4,69.17,72.72,117.65,174.02,F
Female,81,1,61.93,99.47,93.14,184.12,F
Female,69,4,63.74,96.94,121.92,147.32,D
Female,60,1,71.37,121.0,121.92,150.56,C
Female,41,4,58.17,81.83,81.46,168.06,C
Female,79,4,90.57,109.36,112.09,179.05,D
Female,69,4,100.28,93.4,106.58,150.81,A
Female,77,3,60.6,83.14,111.71,172.2,AA
Female,48,0,64.22,98.58,105.71,192.47,F
Female,57,0,60.76,75.76,86.13,160.62,F
Female,60,1,55.88,81.73,91.72,147.32,DD
Female,105,3,101.06,97.55,97.09,193.73,E
Female,70,4,74.09,109.71,110.47,166.88,AA
Female,60,1,58.32,92.52,90.04,151.96,C
Female,60,0,57.13,94.2,115.29,149.31,F
Female,71,0,80.98,75.77,77.05,173.38,E
Female,61,4,60.48,110.41,96.67,158.96,B
Female,68,4,93.79,92.94,120.29,161.32,B
Female,55,1,70.53,96.88,117.85,147.32,D
Female,60,4,78.02,73.48,108.99,166.3,D
Female,78,1,82.59,91.91,85.03,195.87,AA
Female,68,4,87.21,110.45,107.83,175.68,A
Female,59,4,58.26,76.35,121.92,147.32,D
Female,62,3,55.88,98.24,113.71,165.37,B
Female,77,1,65.35,110.15,84.73,169.55,E
Female,78,2,100.49,91.78,84.7,180.99,AA
Female,65,1,87.68,55.88,95.22,197.75,A
Female,60,4,55.88,82.25,92.06,164.08,C
Female,59,1,58.08,107.38,117.15,151.14,F
Female,74,3,72.15,93.44,113.31,169.03,B
Female,67,4,66.82,83.39,85.45,151.39,B
Female,44,4,55.88,85.78,116.92,155.79,A
Female,57,1,67.75,112.72,82.21,149.37,DD
Female,56,2,67.75,88.54,81.68,162.65,E
Female,68,4,64.15,83.69,71.12,190.91,E
Female,45,2,69.52,90.77,114.44,153.73,B
Female,58,2,66.16,100.14,97.31,170.07,DD
Female,55,1,104.64,84.12,110.31,165.51,C
Female,68,1,99.43,101.75,83.62,157.27,DD
Female,80,4,63.08,96.18,107.34,162.43,AA
Female,65,2,55.88,75.09,121.92,178.29,E
Female,84,1,55.88,97.78,78.1,166.4,D
Female,104,1,100.37,74.56,80.43,183.71,E
Female,100,3,81.63,82.38,102.11,147.32,F
Female,46,4,58.5,81.6,112.6,147.32,F
Female,60,4,92.93,83.13,110.74,153.39,B
Female,84,4,72.98,82.54,110.93,171.6,B
Female,86,2,88.58,101.3,109.75,169.64,AA
Female,109,1,69.66,106.3,103.6,171.27,F
Female,65,3,56.26,106.47,112.46,187.96,A
Female,65,4,60.73,96.77,114.71,163.86,AA
Female,77,0,106.68,101.58,109.61,152.61,B
Female,58,1,55.88,97.94,110.95,183.84,D
Female,56,4,65.03,84.15,113.94,156.38,D
Female,43,0,57.77,109.82,104.56,188.1,D
Female,60,4,62.29,116.87,115.07,164.99,A
Female,68,4,96.39,89.28,106.64,162.2,AA
Female,81,3,66.61,112.8,112.63,155.99,A
Female,61,4,86.08,74.5,76.47,147.32,B
Female,80,3,87.52,121.24,121.92,165.36,D
Female,53,1,58.74,85.57,114.27,179.33,B
Female,75,2,73.13,91.43,103.41,188.75,A
Female,71,3,83.85,124.11,97.61,173.61,D
Female,100,0,89.74,86.77,101.62,156.85,E
Female,65,4,70.01,105.15,121.92,160.34,A
Female,81,3,98.47,104.6,76.37,170.6,AA
Female,62,4,94.66,70.6,112.92,190.59,E
Female,72,1,101.8,80.16,102.75,190.74,DD
Female,41,1,70.47,61.49,76.84,185.96,E
Female,75,2,55.95,121.65,79.64,147.92,AA
Female,83,3,88.08,64.75,101.06,198.01,F
Female,49,1,62.63,76.89,102.32,191.77,D
Female,66,1,57.04,88.59,91.06,157.28,F
Female,42,0,104.31,111.08,112.0,177.31,D
Female,59,1,69.46,73.98,113.55,181.54,B
Female,62,4,59.32,96.84,103.15,159.02,AA
Female,87,4,93.73,104.87,111.28,156.57,A
Female,75,0,78.53,97.57,78.98,153.27,AA
Female,83,4,86.96,92.32,119.39,188.68,AA
Female,72,4,56.44,65.62,118.19,176.78,B
Female,77,1,66.61,98.66,86.11,185.18,A
Female,51,3,97.31,111.78,115.81,155.62,DD
Female,83,4,63.19,118.06,108.64,174.55,A
Female,42,4,75.03,96.52,109.85,167.02,D
Female,84,0,63.68,120.25,107.03,166.06,AA
Female,87,4,74.02,78.16,103.44,188.49,E
Female,71,4,70.56,83.22,91.55,171.9,C
Female,72,3,60.36,96.6,114.16,167.73,DD
Female,76,4,64.04,90.76,117.2,176.1,DD
Female,59,4,62.5,81.21,116.12,147.32,C
Female,50,4,62.67,124.38,118.91,164.52,AA
Female,58,1,65.83,88.41,113.75,155.0,D
Female,66,4,84.42,101.8,121.92,156.42,DD
Female,64,4,81.91,116.46,99.24,176.65,AA
Female,86,1,69.57,85.84,112.48,176.92,B
Female,53,4,98.44,108.34,119.07,150.62,F
Female,56,1,55.88,62.3,107.27,172.43,C
Female,64,0,98.52,85.89,111.51,177.52,F
Female,68,4,72.57,93.39,97.79,162.3,B
Female,96,4,98.73,88.31,78.3,169.24,E
Female,67,4,92.0,75.56,87.91,168.73,DD
Female,71,4,63.58,83.57,114.88,149.32,F
Female,67,0,55.88,83.59,118.74,173.5,F
Female,60,1,55.88,79.12,102.88,172.14,B
Female,75,4,68.08,114.03,85.41,175.37,A
Female,53,4,58.77,83.42,108.95,162.43,E
Female,99,1,71.92,86.27,97.06,165.52,AA
Female,65,1,58.95,84.26,98.6,147.32,C
Female,55,0,89.75,117.14,109.31,174.72,AA
Female,64,4,63.13,81.33,113.34,180.42,A
Female,67,1,77.46,105.5,83.48,164.21,B
Female,53,1,61.86,77.15,87.63,161.61,C
Female,91,4,61.73,77.97,82.45,162.39,E
Female,64,1,60.59,93.38,92.9,178.17,D
Female,70,1,63.92,79.63,75.34,161.48,DD
Female,68,4,76.96,88.36,104.54,173.14,A
Female,70,3,56.9,85.4,103.66,169.04,F
Female,71,1,89.12,84.34,76.3,157.7,A
Female,101,0,66.58,101.42,104.35,159.59,A
Female,62,4,80.31,88.95,116.53,187.6,F
Female,79,1,67.65,75.09,113.48,174.42,F
Female,76,4,60.29,77.73,84.76,172.42,A
Female,102,0,83.26,107.16,86.66,187.14,F
Female,45,1,62.64,85.84,95.93,147.32,C
Female,66,4,62.23,69.93,92.65,158.23,A
Female,73,3,61.46,103.05,118.36,189.65,A
Female,51,4,58.3,113.07,104.67,147.32,F
Female,92,1,93.07,78.37,102.95,165.52,E
Female,42,0,98.07,111.87,119.81,175.5,DD
Female,93,1,94.3,103.85,105.85,150.61,D
Female,46,4,61.87,80.47,121.92,151.64,F
Female,67,1,94.09,76.48,114.45,166.34,F
Female,77,3,92.99,94.5,100.81,167.51,E
Female,42,1,59.89,118.14,121.31,157.12,C
Female,77,3,78.62,91.17,88.82,188.03,C
Female,55,4,69.6,86.77,106.47,162.88,E
Female,59,0,58.25,81.54,117.92,163.54,DD
Female,69,4,88.19,74.38,103.32,158.42,D
Female,86,2,62.6,79.71,105.64,153.01,E
Female,62,3,67.27,81.87,82.75,157.93,AA
Female,64,1,67.74,87.68,103.67,155.77,E
Female,52,2,58.84,83.16,81.55,164.94,DD
Female,59,1,69.73,84.28,98.31,153.51,D
Female,100,4,63.19,94.42,116.02,172.76,F
Female,47,3,92.49,114.63,114.86,185.13,A
Female,51,4,98.58,119.43,108.61,148.62,D
Female,59,1,62.25,84.81,116.91,173.0,D
Female,75,4,65.65,107.29,84.54,148.99,AA
Female,62,1,63.47,84.87,105.25,170.43,F
Female,76,4,80.68,120.87,89.25,148.34,AA
Female,82,0,96.88,95.03,83.12,153.3,DD
Female,65,4,63.54,59.91,90.42,187.17,E
Female,50,4,62.84,108.69,108.89,149.94,D
Female,46,1,95.43,94.56,78.85,149.53,D
Female,55,4,97.98,82.84,115.25,152.36,D
Female,62,3,68.72,118.96,109.23,188.62,A
Female,75,0,105.23,102.12,98.67,179.33,AA
Female,57,4,85.19,87.2,103.07,176.8,A
Female,98,3,92.09,89.79,77.4,197.79,B
Female,72,2,74.33,66.45,81.42,147.32,C
Female,80,1,96.86,113.68,116.98,153.2,F
Female,46,1,58.94,98.14,116.19,161.49,C
Female,59,3,93.07,113.99,98.73,161.71,C
Female,47,4,76.87,104.96,100.15,155.93,AA
Female,89,4,61.66,87.33,92.5,155.7,A
Female,74,3,77.5,91.86,88.25,158.47,F
